,X,unique.ID,Family,New.Genus,New.Species,TPL.name,Site,Block,Plot,Indiv.ID,Stem.ID,Age.class,Dead.19,Diam.18,date.18,hght.18,hght.19,Abn.18,Load.18,Prev.18,Load.19,Prev.19,note,Diam.19,date.19,Diam,Cut,treatment.perc.cut,date.23,scribe.23,diam.23,dead.23,coi.23,prev.23,canopy.liana.23,stems24.23,stems46.23,stems68.23,stems810.23,stems10pl.23,total.stems.23,notes.23,leaning.23,multistem.23,alt.pom.23,broken.23,retag.no.23,notes.to.rw,remove_rgr,why_remove,timber_spp,pre_liana_presence,post_liana_presence
80,80,10068a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site2,Block78,Plot78a,10068,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,leaning,1.899973684,24/09/2019,1.899973684,1,60,30/08/2023,AJ,1.96,0,0,0,0,0,NA,NA,NA,NA,0,,1,0,0,1,NA,,0,,0,1,0
81,81,10069a,Rubiaceae,Praravinia,suberosa,Praravinia suberosa,Site2,Block78,Plot78a,10069,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.824993151,24/09/2019,1.824993151,1,60,30/08/2023,AJ,1.95,0,0,0,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,0
82,82,1006a,Leguminosae,Sympetalandra,borneensis,Sympetalandra borneensis,Site4,Block19,Plot19c,1006,a,juvenile,0,2.09,01/10/2018,NA,NA,NA,NA,1,NA,1,prostrate / multiple stem,NA,NA,2.09,1,100,01/07/2023,AJ,2.93,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
83,83,1006b,Leguminosae,Sympetalandra,borneensis,Sympetalandra borneensis,Site4,Block19,Plot19c,1006,b,juvenile,NA,1.54,01/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,1,100,01/07/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,lost stem,0,1,0,0,NA,,0,,0,0,0
84,84,10070a,Rubiaceae,Urophyllum,sandahanicum,Urophyllum sandahanicum,Site2,Block78,Plot78a,10070,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,9.2,24/09/2019,9.2,1,60,30/08/2023,AJ,10.5,0,0,NA,0,0,NA,NA,NA,NA,0,under fallen tree,1,0,0,0,NA,,0,,0,0,0
85,85,10071a,Euphorbiaceae,Mallotus,korthalsii,Mallotus korthalsii,Site2,Block78,Plot78a,10071,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.024987805,24/09/2019,1.024987805,1,60,30/08/2023,AJ,1.21,0,0,0,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,0
86,86,10072a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10072,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.004987562,24/09/2019,1.004987562,1,60,30/08/2023,AJ,1.84,0,0,0,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,0
87,87,10073b,Leguminosae,Fordia,brachybotrys,Fordia brachybotrys,Site2,Block78,Plot78a,10073,b,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.454991409,24/09/2019,1.454991409,1,60,30/08/2023,AJ,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,0
88,88,10074a,Achariaceae,Hydnocarpus,borneensis,Hydnocarpus borneensis,Site2,Block78,Plot78a,10074,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.474991525,24/09/2019,1.474991525,1,60,30/08/2023,AJ,1.85,0,0,0,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,0
89,89,10075a,,Saurauia,sp,Saurauia sp,Site2,Block78,Plot78a,10075,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.64951508,24/09/2019,1.64951508,1,60,30/08/2023,AJ,2.21,0,0,0,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,0
90,90,10076a,Leguminosae,Fordia,brachybotrys,Fordia brachybotrys,Site2,Block78,Plot78a,10076,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.114284749,24/09/2019,2.114284749,1,60,30/08/2023,AJ,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,missing,0,0,0,0,NA,,0,,0,1,0
91,91,10077a,Leguminosae,Fordia,brachybotrys,Fordia brachybotrys,Site2,Block78,Plot78a,10077,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,2.10428135,24/09/2019,2.10428135,1,60,30/08/2023,AJ,2.36,0,0,0,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,0
92,92,10078a,Rubiaceae,Urophyllum,sandahanicum,Urophyllum sandahanicum,Site2,Block78,Plot78a,10078,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,4.503265482,24/09/2019,4.503265482,1,60,30/08/2023,AJ,5.34,0,0,0,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,0
93,93,10079a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10079,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.273813173,24/09/2019,1.273813173,1,60,30/08/2023,AJ,5,0,0,0,0,0,NA,NA,NA,NA,0,,0,0,0,0,NA,checked and correct,0,,0,0,0
94,94,1007a,,Neesia,sp,Neesia sp,Site4,Block19,Plot19c,1007,a,juvenile,0,1.31,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.31,1,100,01/07/2023,AJ,1.35,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
95,95,10080a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10080,a,sappling,,NA,NA,NA,73.3,NA,NA,NA,NA,0,,8.849858756,24/09/2019,8.849858756,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
96,96,10081a,Monimiaceae,Kibara,coriacea,Kibara coriacea,Site2,Block78,Plot78a,10081,a,sappling,,NA,NA,NA,195.4,NA,NA,NA,NA,0,,20.45873896,24/09/2019,20.45873896,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
97,97,10082a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10082,a,sappling,,NA,NA,NA,149.8,NA,NA,NA,NA,1,,13.44990706,24/09/2019,13.44990706,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
98,98,10083a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10083,a,sappling,,NA,NA,NA,66.5,NA,NA,NA,NA,1,,10.74709263,24/09/2019,10.74709263,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
99,99,10084a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10084,a,sappling,,NA,NA,NA,84.2,NA,NA,NA,NA,0,,8.142481194,24/09/2019,8.142481194,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
100,100,10085a,Celastraceae,Lophopetalum,glabrum,Lophopetalum glabrum,Site2,Block78,Plot78a,10085,a,sappling,,NA,NA,NA,133.8,NA,NA,NA,NA,0,,15.19868415,24/09/2019,15.19868415,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
101,101,10086a,Celastraceae,Lophopetalum,glabrum,Lophopetalum glabrum,Site2,Block78,Plot78a,10086,a,sappling,,NA,NA,NA,112.5,NA,NA,NA,NA,0,,10.69813068,24/09/2019,10.69813068,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
102,102,10087a,Euphorbiaceae,Ptychopyxis,arborea,Ptychopyxis arborea,Site2,Block78,Plot78a,10087,a,sappling,,NA,NA,NA,155.3,NA,NA,NA,NA,0,,16.29969325,24/09/2019,16.29969325,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
103,103,10088a,Euphorbiaceae,Ptychopyxis,arborea,Ptychopyxis arborea,Site2,Block78,Plot78a,10088,a,sappling,,NA,NA,NA,80.4,NA,NA,NA,NA,0,,9.249864864,24/09/2019,9.249864864,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
104,104,10089a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site2,Block78,Plot78a,10089,a,sappling,,NA,NA,NA,123.3,NA,NA,NA,NA,0,,18.94993404,24/09/2019,18.94993404,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
105,105,1008a,Sapindaceae,Paranephelium,xestophyllum,Paranephelium xestophyllum,Site4,Block19,Plot19c,1008,a,juvenile,0,2.62,01/10/2018,NA,NA,NA,NA,1,NA,1,multiple stem,NA,NA,2.62,1,100,01/07/2023,AJ,2.37,0,0,1,3,1,0,0,0,0,1,,0,0,0,0,NA,,0,,0,1,1
106,106,1008b,Sapindaceae,Paranephelium,xestophyllum,Paranephelium xestophyllum,Site4,Block19,Plot19c,1008,b,juvenile,NA,2.4,01/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,1,100,01/07/2023,AJ,2.5,0,0,NA,0,NA,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,0
107,107,1008c,Sapindaceae,Paranephelium,xestophyllum,Paranephelium xestophyllum,Site4,Block19,Plot19c,1008,c,juvenile,NA,2.41,01/10/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,1,100,01/07/2023,AJ,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,lost stem,0,1,0,0,NA,,0,,0,0,0
108,108,10090a,Phyllanthaceae,Aporosa,nervosa,Aporosa nervosa,Site2,Block78,Plot78a,10090,a,sappling,,NA,NA,NA,83,NA,NA,NA,NA,0,,13.04990421,24/09/2019,13.04990421,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
109,109,10091a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site2,Block78,Plot78a,10091,a,sappling,,NA,NA,NA,115.6,NA,NA,NA,NA,0,,13.24915092,24/09/2019,13.24915092,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
110,110,10092a,Rubiaceae,Ixora,blumei,Ixora blumei,Site2,Block78,Plot78a,10092,a,sappling,,NA,NA,NA,152.7,NA,NA,NA,NA,0,,13.09961832,24/09/2019,13.09961832,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
111,111,10093a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10093,a,sappling,,NA,NA,NA,150,NA,NA,NA,NA,1,,13.39962686,24/09/2019,13.39962686,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
112,112,10094a,,Memecylon,sp,Memecylon sp,Site2,Block78,Plot78a,10094,a,sappling,,NA,NA,NA,52.3,NA,NA,NA,NA,0,broken,11,24/09/2019,11,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
113,113,10095a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site2,Block78,Plot78a,10095,a,sappling,,NA,NA,NA,106,NA,NA,NA,NA,1,,10.5,24/09/2019,10.5,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
114,114,10096a,Annonaceae,Popowia,pisocarpa,Popowia pisocarpa,Site2,Block78,Plot78a,10096,a,sappling,,NA,NA,NA,77.1,NA,NA,NA,NA,0,,12.5,24/09/2019,12.5,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
115,115,10097a,Euphorbiaceae,Mallotus,korthalsii,Mallotus korthalsii,Site2,Block78,Plot78a,10097,a,sappling,,NA,NA,NA,80,NA,NA,NA,NA,0,,14.29965035,24/09/2019,14.29965035,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
116,116,10098a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10098,a,sappling,,NA,NA,NA,153.4,NA,NA,NA,NA,0,,15.09966887,24/09/2019,15.09966887,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
117,117,10099a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10099,a,sappling,,NA,NA,NA,108.2,NA,NA,NA,NA,0,,18.49324201,24/09/2019,18.49324201,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
118,118,1009a,Phyllanthaceae,Aporosa,grandistipula,Aporosa grandistipula,Site4,Block19,Plot19c,1009,a,juvenile,0,1.08,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.08,1,100,01/07/2023,AJ,1.17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
119,119,100a,Rubiaceae,Neolamarckia,cadamba,Neolamarckia cadamba,Site4,Block20,Plot20c,100,a,adult,0,44.1,01/10/2018,NA,NA,0,0,0,0,0,broken crown,NA,NA,44.1,1,60,30/06/2023,Unknown,43.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"standing dead, 3 stems",0,0,0,0,NA,,0,,0,0,NA
120,120,10100a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10100,a,sappling,,NA,NA,NA,131.7,NA,NA,NA,NA,0,,13.19848476,24/09/2019,13.19848476,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
121,121,10101a,Lauraceae,Beilschmiedia,micrantha,Beilschmiedia micrantha,Site2,Block78,Plot78a,10101,a,sappling,,NA,NA,NA,101,NA,NA,NA,NA,0,,13.8491877,24/09/2019,13.8491877,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
122,122,10102a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site2,Block78,Plot78a,10102,a,sappling,,NA,NA,NA,101.8,NA,NA,NA,NA,0,,18.84940317,24/09/2019,18.84940317,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
123,123,10103a,,Aglaia,sp,Aglaia sp,Site2,Block78,Plot78a,10103,a,seedling,,NA,NA,NA,14.9,NA,NA,NA,NA,0,,1.496662955,24/09/2019,1.496662955,1,60,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
124,124,10104a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10104,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,58.5,25/09/2019,58.5,1,60,30/08/2023,WG,59.7,0,NA,NA,NA,3,NA,NA,NA,NA,3,,0,0,0,0,NA,,0,,0,0,1
125,125,10105a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10105,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,50.9,25/09/2019,50.9,1,60,30/08/2023,WG,55.7,0,NA,NA,NA,2,NA,NA,NA,NA,2,,0,0,0,0,NA,,0,,0,0,1
126,126,10106a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10106,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,22.8,25/09/2019,22.8,1,60,30/08/2023,WG,23.4,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,NA
127,127,10107a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10107,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,47.8,25/09/2019,47.8,1,60,30/08/2023,WG,48.9,0,NA,NA,NA,0,NA,NA,NA,NA,0,half dead,0,0,0,0,NA,,0,,0,0,NA
128,128,10108a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10108,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,wasps,61.8,25/09/2019,61.8,1,60,30/08/2023,WG,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,1,NA
129,129,10109a,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,Site2,Block78,Plot78d,10109,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,31.1,25/09/2019,31.1,1,60,30/08/2023,WG,38.9,0,NA,NA,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,1,1,1
130,130,1010a,,NA,NA,NA,Site4,Block19,Plot19c,1010,a,juvenile,0,1.25,01/10/2018,NA,NA,NA,NA,0,NA,0,,NA,NA,1.25,1,100,01/07/2023,AJ,1.76,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
131,131,10110a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10110,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,19.5,25/09/2019,19.5,1,60,30/08/2023,WG,21.2,0,NA,NA,NA,2,NA,NA,NA,NA,2,,0,0,0,0,NA,,0,,0,0,1
132,132,10111a,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,Site2,Block78,Plot78d,10111,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,15.2,25/09/2019,15.2,1,60,30/08/2023,WG,18.1,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,12241,,0,,1,1,NA
133,133,10112a,Rubiaceae,Urophyllum,sandahanicum,Urophyllum sandahanicum,Site2,Block78,Plot78d,10112,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,24.5,25/09/2019,24.5,1,60,30/08/2023,WG,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,1,NA
134,134,10112b,Rubiaceae,Urophyllum,sandahanicum,Urophyllum sandahanicum,Site2,Block78,Plot78d,10112,b,adult,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,25/09/2019,NA,1,60,30/08/2023,WG,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,NA
135,135,10113a,Dipterocarpaceae,Shorea,johorensis,Shorea johorensis,Site2,Block78,Plot78d,10113,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,24.3,25/09/2019,24.3,1,60,30/08/2023,WG,32.9,0,NA,NA,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,1,1,1
136,136,10114a,Dipterocarpaceae,Vatica,dulitensis,Vatica dulitensis,Site2,Block78,Plot78d,10114,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,17.8,25/09/2019,17.8,1,60,30/08/2023,WG,19.7,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,1,1,NA
137,137,10115a,,NA,NA,NA,Site2,Block78,Plot78d,10115,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,31.6,25/09/2019,31.6,1,60,30/08/2023,WG,32.7,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,NA
138,138,10116a,Datiscaceae,Octomelis,sumatranus,Octomelis sumatranus,Site2,Block78,Plot78d,10116,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,19.9,25/09/2019,19.9,1,60,30/08/2023,WG,20.5,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,NA
139,139,10117a,Dipterocarpaceae,Parashorea,malaanonan,Parashorea malaanonan,Site2,Block78,Plot78d,10117,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,14.8,25/09/2019,14.8,1,60,30/08/2023,WG,17.7,0,NA,NA,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,1,1,1
140,140,10118a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10118,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,48.8,25/09/2019,48.8,1,60,30/08/2023,WG,51.1,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,NA
141,141,10118b,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10118,b,adult,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,43.9,25/09/2019,43.9,1,60,30/08/2023,WG,46.7,0,NA,NA,NA,,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,NA
142,142,10119a,,Lithocarpus,sp,Lithocarpus sp,Site2,Block78,Plot78d,10119,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,22.9,25/09/2019,22.9,1,60,30/08/2023,WG,31.1,0,NA,NA,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
143,143,1011a,Malvaceae,Durio,kutejensis,Durio kutejensis,Site4,Block19,Plot19c,1011,a,juvenile,0,1.42,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,1.42,1,100,01/07/2023,AJ,1.98,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,1
144,144,10120a,Dipterocarpaceae,Shorea,johorensis,Shorea johorensis,Site2,Block78,Plot78d,10120,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,12.2,25/09/2019,12.2,1,60,30/08/2023,WG,12.7,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,1,1,NA
145,145,10121a,Dipterocarpaceae,Parashorea,tomentella,Parashorea tomentella,Site2,Block78,Plot78d,10121,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,17.3,25/09/2019,17.3,1,60,30/08/2023,WG,23.5,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,12242,,0,,1,1,NA
146,146,10122a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10122,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,39.1,25/09/2019,39.1,1,60,30/08/2023,WG,46.1,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,NA
147,147,10123a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site2,Block78,Plot78d,10123,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,44.3,25/09/2019,44.3,1,60,30/08/2023,WG,45.4,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,NA
148,148,10124a,Dipterocarpaceae,Hopea,ferruginea,Hopea ferruginea,Site2,Block78,Plot78d,10124,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,butt,17.8,25/09/2019,17.8,1,60,30/08/2023,WG,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,1,1,NA
149,149,10125a,Phyllanthaceae,Baccaurea,macrocarpa,Baccaurea macrocarpa,Site2,Block78,Plot78d,10125,a,adult,,NA,NA,NA,NA,NA,NA,NA,1,1,,10.2,25/09/2019,10.2,1,60,30/08/2023,WG,10.4,0,NA,NA,NA,0,NA,NA,NA,NA,0,broken crown,0,0,0,1,NA,,0,,0,1,NA
150,150,10126a,Rubiaceae,Urophyllum,sandahanicum,Urophyllum sandahanicum,Site2,Block78,Plot78d,10126,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,10,25/09/2019,10,1,60,30/08/2023,WG,10.4,0,NA,NA,NA,0,NA,NA,NA,NA,0,,1,0,0,0,12245,,0,,0,0,NA
151,151,10127a,Lamiaceae,Callicarpa,pentandra,Callicarpa pentandra,Site2,Block78,Plot78d,10127,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,5.149990291,25/09/2019,5.149990291,1,60,30/08/2023,WG,6.4,0,NA,1,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,0,1
152,152,10128a,Ebenaceae,Diospyros,daemona,Diospyros daemona,Site2,Block78,Plot78d,10128,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.314229812,25/09/2019,1.314229812,1,60,30/08/2023,WG,1.36,0,NA,0,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,NA
153,153,10129a,Rubiaceae,Urophyllum,griffithianum,Urophyllum griffithianum,Site2,Block78,Plot78d,10129,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,3.534996464,25/09/2019,3.534996464,1,60,30/08/2023,WG,3.56,0,NA,0,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,NA
154,154,1012a,Ebenaceae,Diospyros,muricata,Diospyros muricata,Site4,Block19,Plot19c,1012,a,juvenile,0,6.3,01/10/2018,NA,NA,NA,NA,1,NA,1,,NA,NA,6.3,1,100,01/07/2023,AJ,8.1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,1
155,155,10130a,Ebenaceae,Diospyros,elliptifolia,Diospyros elliptifolia,Site2,Block78,Plot78d,10130,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.06,25/09/2019,1.06,1,60,30/08/2023,WG,1.41,0,NA,0,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,NA
156,156,10131a,Euphorbiaceae,Koilodepas,longifolium,Koilodepas longifolium,Site2,Block78,Plot78d,10131,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.009776107,25/09/2019,2.009776107,1,60,30/08/2023,WG,NA,0,NA,NA,NA,,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,1,NA
157,157,10132a,Malvaceae,Pentace,triptera,Pentace triptera,Site2,Block78,Plot78d,10132,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.664992492,25/09/2019,1.664992492,1,60,30/08/2023,WG,1.84,0,NA,0,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,NA
